PERMNO,DLC,DLTT,DATE,COMNAM,RET,me,f,ym,TCMNOM_Y1,ir
11042,7200,12494,2001/8/29,WORLDCOM INC GA NEW,-0.040863585,36785.45196,13447,200108,3.47,0.0347
11042,7200,12494,2001/8/30,WORLDCOM INC GA NEW,0.035369821,38086.54674,13447,200108,3.47,0.0347
11042,7200,12494,2001/8/31,WORLDCOM INC GA NEW,-0.001552831,38027.40478,13447,200108,3.47,0.0347
11042,7200,12494,2001/9/4,WORLDCOM INC GA NEW,-0.006220834,37790.84261,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/5,WORLDCOM INC GA NEW,0.04460099,39476.35163,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/6,WORLDCOM INC GA NEW,-0.004494413,39298.92859,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/7,WORLDCOM INC GA NEW,-0.02332584,38382.24805,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/10,WORLDCOM INC GA NEW,-0.004622455,38204.82783,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/17,WORLDCOM INC GA NEW,-0.057275523,36016.6263,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/18,WORLDCOM INC GA NEW,0.009852207,36371.46956,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/19,WORLDCOM INC GA NEW,0.03658535,37702.1325,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/20,WORLDCOM INC GA NEW,-0.035294104,36371.46956,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/21,WORLDCOM INC GA NEW,0.006504059,36608.03174,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/24,WORLDCOM INC GA NEW,0.115508907,40836.58554,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/25,WORLDCOM INC GA NEW,0.036929708,42344.6687,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/26,WORLDCOM INC GA NEW,0.031424634,43675.33445,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/27,WORLDCOM INC GA NEW,-0.019634455,42817.79305,13447,200109,2.82,0.0282
11042,7200,12494,2001/9/28,WORLDCOM INC GA NEW,0.038674064,44605.46645,13447,200109,2.82,0.0282
11042,7200,12494,2001/10/1,WORLDCOM INC GA NEW,-0.012632951,44041.96778,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/2,WORLDCOM INC GA NEW,-0.0053872,43804.70489,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/3,WORLDCOM INC GA NEW,-0.01015576,43359.83484,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/4,WORLDCOM INC GA NEW,-0.047195595,41313.44168,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/5,WORLDCOM INC GA NEW,-0.043072533,39533.96714,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/8,WORLDCOM INC GA NEW,0.030007474,40720.28161,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/9,WORLDCOM INC GA NEW,-0.014566629,40127.12438,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/10,WORLDCOM INC GA NEW,0.014781952,40720.28161,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/11,WORLDCOM INC GA NEW,-0.001456628,40660.9673,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/12,WORLDCOM INC GA NEW,0.012399714,41165.15166,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/15,WORLDCOM INC GA NEW,0.010806889,41610.01888,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/16,WORLDCOM INC GA NEW,-0.041339982,39889.86148,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/17,WORLDCOM INC GA NEW,-0.01784385,39178.0728,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/18,WORLDCOM INC GA NEW,0,39178.0728,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/19,WORLDCOM INC GA NEW,-0.003028006,39059.44136,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/22,WORLDCOM INC GA NEW,-0.013667449,38525.59843,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/23,WORLDCOM INC GA NEW,-0.030792888,37339.28396,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/24,WORLDCOM INC GA NEW,-0.011119964,36924.07248,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/25,WORLDCOM INC GA NEW,-0.011244931,36508.86383,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/26,WORLDCOM INC GA NEW,0.086921178,39682.25716,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/29,WORLDCOM INC GA NEW,0.029148007,40838.91589,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/30,WORLDCOM INC GA NEW,-0.037037052,39326.36282,13447,200110,2.33,0.0233
11042,7200,12494,2001/10/31,WORLDCOM INC GA NEW,0.014328777,39803.95634,13447,200110,2.33,0.0233
11042,7200,12494,2001/11/1,WORLDCOM INC GA NEW,0.014869874,40395.83617,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/2,WORLDCOM INC GA NEW,-0.012454218,39892.73761,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/5,WORLDCOM INC GA NEW,-0.009643855,39508.01783,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/6,WORLDCOM INC GA NEW,0.021722844,40366.2443,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/7,WORLDCOM INC GA NEW,0.004398788,40543.80684,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/8,WORLDCOM INC GA NEW,0.009489059,40928.52943,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/9,WORLDCOM INC GA NEW,0.011569042,41402.0333,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/12,WORLDCOM INC GA NEW,0.000714813,41431.628,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/13,WORLDCOM INC GA NEW,0.02285712,42378.63574,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/14,WORLDCOM INC GA NEW,-0.003491567,42230.66789,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/15,WORLDCOM INC GA NEW,0.016117698,42911.329,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/16,WORLDCOM INC GA NEW,-0.001379342,42852.13961,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/19,WORLDCOM INC GA NEW,0.013812208,43444.02226,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/20,WORLDCOM INC GA NEW,-0.01362403,42852.13961,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/21,WORLDCOM INC GA NEW,-0.013812142,42260.25977,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/23,WORLDCOM INC GA NEW,0.01330536,42822.54773,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/26,WORLDCOM INC GA NEW,0.03386315,44272.65403,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/27,WORLDCOM INC GA NEW,-0.005347589,44035.9021,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/28,WORLDCOM INC GA NEW,-0.034274209,42526.6064,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/29,WORLDCOM INC GA NEW,0.031315226,43858.33674,13447,200111,2.18,0.0218
11042,7200,12494,2001/11/30,WORLDCOM INC GA NEW,-0.01889337,43029.70497,13447,200111,2.18,0.0218
11042,7200,12494,2001/12/3,WORLDCOM INC GA NEW,-0.004814284,42822.54773,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/4,WORLDCOM INC GA NEW,0.035245284,44331.84061,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/5,WORLDCOM INC GA NEW,0.023364512,45367.63243,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/6,WORLDCOM INC GA NEW,0.035877377,46995.3041,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/7,WORLDCOM INC GA NEW,-0.013224184,46373.82957,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/10,WORLDCOM INC GA NEW,-0.040842395,44479.81127,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/11,WORLDCOM INC GA NEW,-0.005988034,44213.46464,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/12,WORLDCOM INC GA NEW,0.021419054,45160.4752,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/13,WORLDCOM INC GA NEW,-0.035386629,43562.39823,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/14,WORLDCOM INC GA NEW,0.002038025,43651.1795,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/17,WORLDCOM INC GA NEW,0.040677991,45426.82183,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/18,WORLDCOM INC GA NEW,-0.021498365,44450.21939,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/19,WORLDCOM INC GA NEW,-0.010652516,43976.7127,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/20,WORLDCOM INC GA NEW,-0.037685025,42319.44916,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/21,WORLDCOM INC GA NEW,0.031468518,43651.1795,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/24,WORLDCOM INC GA NEW,-0.009694891,43227.98605,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/26,WORLDCOM INC GA NEW,-0.021017332,42319.44916,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/27,WORLDCOM INC GA NEW,0.011888118,42822.54773,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/28,WORLDCOM INC GA NEW,-0.002764337,42704.17176,13447,200112,2.22,0.0222
11042,7200,12494,2001/12/31,WORLDCOM INC GA NEW,-0.02425505,41686.24745,13447,200112,2.22,0.0222
11042,172,24533,2002/1/2,WORLDCOM INC GA NEW,0.029829551,42929.7295,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/3,WORLDCOM INC GA NEW,0.015172432,43581.07791,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/4,WORLDCOM INC GA NEW,-0.007472868,43255.40229,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/7,WORLDCOM INC GA NEW,-0.015071841,42603.46377,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/8,WORLDCOM INC GA NEW,0.029896149,43877.14332,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/9,WORLDCOM INC GA NEW,-0.044534404,41923.10091,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/10,WORLDCOM INC GA NEW,0.019067829,42722.48343,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/11,WORLDCOM INC GA NEW,-0.045738034,40768.44103,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/14,WORLDCOM INC GA NEW,-0.022512738,39850.63177,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/15,WORLDCOM INC GA NEW,0.032689419,41153.32577,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/16,WORLDCOM INC GA NEW,-0.02805751,39998.66589,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/17,WORLDCOM INC GA NEW,-0.026646974,38932.82252,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/18,WORLDCOM INC GA NEW,-0.028136874,37837.37459,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/22,WORLDCOM INC GA NEW,-0.039123632,36357.03909,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/23,WORLDCOM INC GA NEW,-0.000814273,36327.43453,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/24,WORLDCOM INC GA NEW,0.022819864,37156.42161,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/25,WORLDCOM INC GA NEW,-0.026294814,36179.40041,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/28,WORLDCOM INC GA NEW,-0.018003294,35528.052,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/29,WORLDCOM INC GA NEW,-0.13333337,30790.97727,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/30,WORLDCOM INC GA NEW,-0.052884545,29162.61048,12438.5,200201,2.16,0.0216
11042,172,24533,2002/1/31,WORLDCOM INC GA NEW,0.020304548,29754.74411,12438.5,200201,2.16,0.0216
11042,172,24533,2002/2/1,WORLDCOM INC GA NEW,-0.043781146,28452.04729,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/4,WORLDCOM INC GA NEW,-0.154006198,24070.25557,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/5,WORLDCOM INC GA NEW,-0.142681465,20635.87625,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/6,WORLDCOM INC GA NEW,-0.04017213,19806.88916,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/7,WORLDCOM INC GA NEW,0.124065757,22264.24586,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/8,WORLDCOM INC GA NEW,0.087765999,24218.28968,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/11,WORLDCOM INC GA NEW,-0.04645478,23093.23436,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/12,WORLDCOM INC GA NEW,-0.069230765,21494.47214,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/13,WORLDCOM INC GA NEW,-0.013774157,21198.40391,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/14,WORLDCOM INC GA NEW,-0.005586587,21079.97718,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/15,WORLDCOM INC GA NEW,-0.054775264,19925.31589,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/19,WORLDCOM INC GA NEW,-0.037147101,19185.14814,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/20,WORLDCOM INC GA NEW,0.015432084,19481.21495,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/21,WORLDCOM INC GA NEW,0.021276576,19895.7085,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/22,WORLDCOM INC GA NEW,0.055059578,20991.15784,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/25,WORLDCOM INC GA NEW,0.031029589,21642.50484,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/26,WORLDCOM INC GA NEW,0.009575947,21849.75232,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/27,WORLDCOM INC GA NEW,0.03523032,22619.52604,12438.5,200202,2.23,0.0223
11042,172,24533,2002/2/28,WORLDCOM INC GA NEW,-0.015706792,22279.09034,12438.5,200202,2.23,0.0223
11042,172,24533,2002/3/1,WORLDCOM INC GA NEW,0.062499974,23671.53287,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/4,WORLDCOM INC GA NEW,0.035043892,24501.07551,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/5,WORLDCOM INC GA NEW,-0.026602207,23849.29282,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/6,WORLDCOM INC GA NEW,0.073291942,25597.25382,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/7,WORLDCOM INC GA NEW,-0.02777786,24886.21687,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/8,WORLDCOM INC GA NEW,0.094047621,27226.70631,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/11,WORLDCOM INC GA NEW,-0.019586438,26693.43213,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/12,WORLDCOM INC GA NEW,-0.119866855,23493.77434,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/13,WORLDCOM INC GA NEW,-0.068095833,21893.94615,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/14,WORLDCOM INC GA NEW,-0.002706358,21834.69331,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/15,WORLDCOM INC GA NEW,0.004070585,21923.57328,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/18,WORLDCOM INC GA NEW,-0.045945965,20916.27353,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/19,WORLDCOM INC GA NEW,-0.007082113,20768.14213,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/20,WORLDCOM INC GA NEW,0,20768.14213,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/21,WORLDCOM INC GA NEW,0.018544884,21153.2849,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/22,WORLDCOM INC GA NEW,-0.022408942,20679.26216,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/25,WORLDCOM INC GA NEW,-0.065902583,19316.44534,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/26,WORLDCOM INC GA NEW,-0.062883414,18101.76135,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/27,WORLDCOM INC GA NEW,0.013093277,18338.77272,12438.5,200203,2.57,0.0257
11042,172,24533,2002/3/28,WORLDCOM INC GA NEW,0.088852942,20014.75958,12438.5,200203,2.57,0.0257
11042,172,24533,2002/4/1,WORLDCOM INC GA NEW,0.022255208,20460.19221,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/2,WORLDCOM INC GA NEW,-0.015965117,20133.54284,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/3,WORLDCOM INC GA NEW,-0.039823003,19331.76467,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/4,WORLDCOM INC GA NEW,-0.001536133,19302.0685,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/5,WORLDCOM INC GA NEW,-0.036923043,18547.17876,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/8,WORLDCOM INC GA NEW,-0.031948928,17954.61631,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/9,WORLDCOM INC GA NEW,-0.103960417,16088.04693,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/10,WORLDCOM INC GA NEW,-0.121546939,14132.5941,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/11,WORLDCOM INC GA NEW,0,14132.5941,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/12,WORLDCOM INC GA NEW,0.050314516,14843.66876,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/15,WORLDCOM INC GA NEW,0.011976036,15021.43707,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/16,WORLDCOM INC GA NEW,0.228994027,18461.25649,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/17,WORLDCOM INC GA NEW,0.045097116,19293.80594,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/18,WORLDCOM INC GA NEW,-0.027948428,18754.57441,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/19,WORLDCOM INC GA NEW,-0.055292245,17717.5919,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/22,WORLDCOM INC GA NEW,-0.329431415,11880.86076,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/23,WORLDCOM INC GA NEW,-0.149376601,10106.13813,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/24,WORLDCOM INC GA NEW,0.020228673,10310.5719,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/25,WORLDCOM INC GA NEW,0.014367802,10458.71216,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/26,WORLDCOM INC GA NEW,-0.073654391,9688.382103,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/29,WORLDCOM INC GA NEW,-0.281345576,6962.598517,12438.5,200204,2.48,0.0248
11042,172,24533,2002/4/30,WORLDCOM INC GA NEW,0.054893699,7344.870715,12438.5,200204,2.48,0.0248
11042,172,24533,2002/5/1,WORLDCOM INC GA NEW,-0.108511515,6547.867673,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/2,WORLDCOM INC GA NEW,-0.081447996,6014.556995,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/3,WORLDCOM INC GA NEW,-0.11822661,5303.476327,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/6,WORLDCOM INC GA NEW,0.027933002,5451.618339,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/7,WORLDCOM INC GA NEW,0.201086953,6547.867673,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/8,WORLDCOM INC GA NEW,-0.027149295,6370.097683,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/9,WORLDCOM INC GA NEW,-0.065116324,5955.300332,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/10,WORLDCOM INC GA NEW,-0.213930324,4681.281007,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/13,WORLDCOM INC GA NEW,-0.088607587,4266.48401,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/14,WORLDCOM INC GA NEW,-0.13888891,3673.916668,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/15,WORLDCOM INC GA NEW,0.04112903,3825.021301,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/16,WORLDCOM INC GA NEW,0.014717222,3881.31499,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/17,WORLDCOM INC GA NEW,0.032061111,4005.754266,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/20,WORLDCOM INC GA NEW,0.102071017,4414.625668,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/21,WORLDCOM INC GA NEW,-0.0469799,4207.226993,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/22,WORLDCOM INC GA NEW,0.161971852,4888.679329,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/23,WORLDCOM INC GA NEW,0.084848478,5303.476327,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/24,WORLDCOM INC GA NEW,-0.016759761,5214.591332,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/28,WORLDCOM INC GA NEW,0.028409064,5362.73299,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/29,WORLDCOM INC GA NEW,-0.022099428,5244.219663,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/30,WORLDCOM INC GA NEW,-0.05649719,4947.935993,12438.5,200205,2.35,0.0235
11042,172,24533,2002/5/31,WORLDCOM INC GA NEW,-0.005988019,4918.307661,12438.5,200205,2.35,0.0235
11042,172,24533,2002/6/3,WORLDCOM INC GA NEW,-0.066265069,4592.395659,12438.5,200206,2.2,0.022
11042,172,24533,2002/6/4,WORLDCOM INC GA NEW,-0.064516068,4296.112341,12438.5,200206,2.2,0.022
11042,172,24533,2002/6/5,WORLDCOM INC GA NEW,-0.024827594,4189.450206,12438.5,200206,2.2,0.022
11042,172,24533,2002/6/6,WORLDCOM INC GA NEW,0.039603956,4355.369005,12438.5,200206,2.2,0.022
11042,172,24533,2002/6/7,WORLDCOM INC GA NEW,0.15034011,5010.155631,12438.5,200206,2.2,0.022
11042,172,24533,2002/6/10,WORLDCOM INC GA NEW,-0.053814288,4740.537671,12438.5,200206,2.2,0.022
11042,172,24533,2002/6/11,WORLDCOM INC GA NEW,-0.068750009,4414.625668,12438.5,200206,2.2,0.022
11042,172,24533,2002/6/12,WORLDCOM INC GA NEW,0.053691305,4651.652675,12438.5,200206,2.2,0.022
